sample_id,candidate_tag,no_keyword_flag,question,options_text,answer_idx,answer,meta_info,source_file,parametric_prior_disease_query,patient_profile_json,gold_admissible_set_json,gold_per_action_status_json,gold_scsr_needed,gold_scsr_query,gold_memory_conflict_label,reviewer,notes
MACB-117,SC_RELATIVE_CAND,false,"A 62-year-old man with end-stage renal disease is brought to the emergency department because of fever, severe abdominal pain, and shaking chills for 4 hours. His last hemodialysis was 2 days ago. On arrival, he appears ill and is poorly responsive. Blood cultures grow gram-positive, catalase-positive cocci that express mecA. Intravenous antibiotic therapy is begun with an agent that disrupts cell membranes by creating transmembrane channels. Which of the following adverse events is associated with the use of this agent?",A: Photosensitivity | B: Mucocutaneous necrosis | C: Rhabdomyolysis | D: Ototoxicity | E: QT prolongation,C,Rhabdomyolysis,step1,data_clean/questions/US/dev.jsonl,What is the standard antibiotic therapy for MRSA bacteremia?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": ""ESRD on hemodialysis (dialysis 2 days ago)"", ""hepatic_impairment"": null, ""age_years"": 62, ""other_constraints"": [""MRSA bacteremia (mecA gene)"", ""septicemia with altered mental status""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a TREATMENT question asking about the adverse effect of daptomycin (the agent that creates transmembrane channels). The correct answer is rhabdomyolysis, a known adverse effect of daptomycin. All options in this case are NOT_APPLICABLE because the question asks for the adverse event rather than the treatment choice itself."
MACB-118,SC_RELATIVE_CAND,true,"A 20-year-old woman presents following a seizure 2 hours ago. The patient's roommate describes seeing the patient suddenly 'freeze', collapse, and start having jerky movements involving her entire body. The patient says she can not recall the episode but does remember 'seeing stars' before losing consciousness. She remembers being confused about where she was soon after the seizure and had urinated in her clothes when she regained consciousness. A persistent headache has troubled her since the seizure for which she took acetaminophen before coming to the hospital. Her past medical history is unremarkable. She denies alcohol and drug use. The physician starts her on an antiepileptic drug that acts in the motor cortex by blocking repeated activation of voltage-gated sodium channels and is also used in status epilepticus. When this drug is used long-term, which of the following complications can develop?",A: Drug dependence | B: Drug-induced SLE | C: Renal failure | D: Glaucoma | E: Liver failure,B,Drug-induced SLE,step1,data_clean/questions/US/dev.jsonl,"What is the standard treatment for a first-time seizure, and what long-term complications can develop with this medication?","{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 20, ""other_constraints"": []}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a PROGNOSIS question asking about long-term complications of phenytoin (the drug described as blocking voltage-gated sodium channels and used in status epilepticus). Phenytoin is known to cause drug-induced SLE as a long-term complication. Since question_type is PROGNOSIS, all treatment options are NOT_APPLICABLE."
MACB-119,SC_RELATIVE_CAND,true,"A 66-year-old man presents to the office complaining of fatigue. He reports that for the past year he has been experiencing a progressive decrease in energy. This week he began having some difficulty breathing while climbing the stairs. He denies chest pain or palpitations. He has no other chronic medical conditions and has had no prior surgeries. The patient is found to be anemic. A fecal occult blood test is positive, and a colonoscopy is obtained. The patient is subsequently diagnosed with colorectal cancer. He undergoes a partial colectomy and is started on 5-fluorouracil as adjuvant chemotherapy. Which of the following should be monitored as the patient continues treatment?",A: Creatinine | B: Fecal leukocytes | C: Monofilament testing | D: Neutrophil count | E: Peak flow,D,Neutrophil count,step1,data_clean/questions/US/dev.jsonl,Which laboratory parameter should be monitored in a patient receiving adjuvant 5‑fluorouracil chemotherapy for colorectal cancer?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 66, ""other_constraints"": []}","[""D""]","{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""ADMISSIBLE"", ""E"": ""NOT_APPLICABLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"5-Fluorouracil causes myelosuppression with neutropenia as the primary dose-limiting toxicity, requiring regular monitoring of neutrophil count as part of CBC."
MACB-120,SC_RELATIVE_CAND,false,"A 56-year-old man comes to the physician because of increasing generalized fatigue for 1 month. He also has had a 5.4 kg (12 lb) weight loss over the past 6 months. He has hypertension and type 1 diabetes mellitus. His father died of colon cancer at the age of 65 years. He has smoked one pack of cigarettes daily for 32 years and drinks one alcoholic beverage per week. He has numerous tattoos, several of which were acquired when he went backpacking through Southeast Asia as a young man. Current medications include enalapril and insulin. He is 180 cm (5 ft 11 in) tall and weighs 78 kg (172 lb); BMI is 24.1 kg/m2. His temperature is 37.0°C (98.6°F), pulse is 86/min, and blood pressure is 140/90 mm Hg. The abdomen is soft and nontender. The liver is palpated 3 cm below the right costal margin. Laboratory studies show:
Hemoglobin 12.6 g/dL
Mean corpuscular volume 86 μm3
Leukocyte count 8800/mm3
Platelet count 282,000/mm3
Hemoglobin A1C 6.3 %
Serum
Glucose 113 mg/dL
Creatinine 1.1 mg/dL
Albumin 4.1 mg/dL
Total bilirubin 1.1 mg/dL
Alkaline phosphatase 66 U/L
AST 100 U/L
ALT 69 U/L
Ferritin 180 ng/mL
α-fetoprotein
410 ng/mL (N < 10 ng/mL)
CT scan of the abdomen shows a 3.5 x 2 x 1.5 cm mass in segment 6 of the liver. Which of the following interventions most likely would have prevented this patient's condition?""",A: Regular phlebotomies | B: Hepatitis B vaccination | C: Smoking cessation | D: Penicillamine therapy | E: Antitrypsin replacement therapy,B,Hepatitis B vaccination,step2&3,data_clean/questions/US/dev.jsonl,What is the recommended surveillance strategy for early detection of hepatocellular carcinoma in patients with chronic liver disease?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": ""likely underlying chronic liver disease given elevated AST/ALT and liver mass concerning for HCC"", ""age_years"": 56, ""other_constraints"": [""Type 1 diabetes mellitus"", ""Hypertension"", ""History of tattoos acquired in Southeast Asia (risk for hepatitis B/C)"", ""Long-term smoking: 32 pack-years""]}","[""B""]","{""A"": ""NOT_APPLICABLE"", ""B"": ""ADMISSIBLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"The patient has a liver mass with markedly elevated AFP consistent with HCC. The key prevent intervention is hepatitis B vaccination to prevent hepatitis B, a major cause of HCC, given his history of tattoos in Southeast Asia (endemic region for HBV). This is a prevention question rather than an active treatment question."
MACB-121,SC_RELATIVE_CAND,false,"A 27-year-old woman presents to her primary care physician for a follow-up appointment. At her previous visit she had missed her previous two menses and also had a blood pressure of 147/100 mmHg. The patient has a past medical history of anxiety, depression, bulimia nervosa and irritable bowel syndrome. Her physician prescribed her an exercise program as well as started her on hydrochlorothiazide and ordered lab work. The results of the patient's lab work are below:

Serum:
Na+: 145 mEq/L
K+: 2.9 mEq/L
Cl-: 100 mEq/L
HCO3-: 30 mEq/L
BUN: 18 mg/dL
Ca2+: 10.9 mg/dL
Mg2+: 2.0 mEq/L
Creatinine: 1.2 mg/dL
Glucose: 110 mg/dL

The patient's blood pressure at this visit is 145/100 mmHg and she has still not experienced her menses. Her cardiac, abdominal, and pulmonary exams are within normal limits. Inspection of the patient's oropharynx is unremarkable as is inspection of her extremities. The patient is started on furosemide and sent home. Which of the following is the most likely cause of this patient's presentation?",A: Increased mineralocorticoid production | B: Vomiting | C: Obesity | D: Increased reabsorption at the collecting duct | E: Decreased renal artery blood flow,A,Increased mineralocorticoid production,step2&3,data_clean/questions/US/dev.jsonl,What is the standard treatment for primary aldosteronism (Conn's syndrome)?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 27, ""other_constraints"": [""history of bulimia nervosa"", ""anxiety"", ""depression"", ""irritable bowel syndrome""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a diagnostic question asking for the etiology of the patient's presentation (hypertension, hypokalemia, metabolic alkalosis, and amenorrhea). The constellation of findings strongly points to increased mineralocorticoid production (hyperaldosteronism) as the underlying cause, explaining all clinical features."
MACB-122,SC_RELATIVE_CAND,false,"A 27-year-old woman presents to the emergency department with acute onset bloody diarrhea. The patient has had severe abdominal pain throughout her entire life with occasional episodes of bloody diarrhea. She has recently lost 7 pounds and has felt generally ill for the past 2 days. She has a past medical history of generalized seizures with her most recent one having occurred 5 days ago. One month ago, the patient was treated for impetigo. The patient admits to occasional cocaine use and binge drinking. Her temperature is 98.7°F (37.1°C), blood pressure is 107/58 mmHg, pulse is 127/min, respirations are 16/min, and oxygen saturation is 99% on room air. Physical exam is notable for diffuse abdominal tenderness and guaiac positive stools. Laboratory values are ordered as seen below.

Hemoglobin: 9 g/dL
Hematocrit: 30%
Leukocyte count: 9,400/mm^3 with normal differential
Platelet count: 199,000/mm^3

Serum:
Na+: 139 mEq/L
Cl-: 101 mEq/L
K+: 4.9 mEq/L
HCO3-: 25 mEq/L
BUN: 37 mg/dL
Glucose: 99 mg/dL
Creatinine: 1.8 mg/dL
AST: 62 U/L
ALT: 80 U/L
Blood alcohol: .15 g/dL

Urine:
Color: Yellow
Protein: Positive
Cocaine: Positive
Marijuana: Positive

Which of the following is the best explanation for this patient's laboratory findings?",A: Alcohol-induced liver injury | B: Immune response to streptococcal infection | C: Intestinal IgA deficiency | D: Myoglobin toxicity | E: Protein deposition,E,Protein deposition,step2&3,data_clean/questions/US/test.jsonl,[STUB] A 27-year-old woman presents to the emergency department with acute onset bloody diarrhea. The patient has had severe abdominal pain throughout her entire life with occasional episodes of bloody diarr,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": ""Creatinine 1.8 mg/dL, BUN 37 mg/dL"", ""hepatic_impairment"": null, ""age_years"": 27, ""other_constraints"": [""History of seizures (recent 5 days ago)"", ""Cocaine use"", ""Proteinuria""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a diagnostic question identifying the pathophysiology. Patient has proteinuria, elevated creatinine/BUN, anemia, history of seizures (causing rhabdomyolysis), and chronic GI symptoms. The explanation is myoglobin-induced renal injury from seizures leading to protein deposition in kidneys (E). Options A-D don't explain the constellation of findings."
MACB-123,SC_RELATIVE_CAND,true,"A 57-year-old homeless man is brought to the emergency department because of several episodes of hematemesis in the past 24 hours. His vital signs include a temperature of 37.1°C (98.8°F), pulse of 95/min, and blood pressure of 85/60 mm Hg. On physical examination, he appears confused and unable to give a complete history. He is noted to have jaundice, palpable firm liver, mild splenomegaly, and shifting dullness consistent with the presence of ascites. Liver function tests are as follows:
Serum aspartate aminotransferase (AST)  97 U/L
Serum alanine aminotransferase (ALT) 40 U/L
Serum albumin 2.5 g/dL
Total bilirubin 3 mg/dL
Prothrombin time 20 seconds
Which of the following is the most likely cause of this patient's illness?",A: Metabolic disorder | B: Autoimmune liver disease | C: Substance abuse | D: Obesity | E:  Hepatic venous outflow obstruction,C,Substance abuse,step2&3,data_clean/questions/US/test.jsonl,What is the standard treatment for acute upper gastrointestinal bleeding from esophageal varices in a patient with cirrhosis?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": ""decompensated cirrhosis with ascites, coagulopathy (PT 20s), hypoalbuminemia (2.5 g/dL), hyperbilirubinemia"", ""age_years"": 57, ""other_constraints"": [""homeless status"", ""confusion - possible hepatic encephalopathy"", ""hemodynamic instability (BP 85/60 mmHg)""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a diagnostic/etiology question asking for the most likely cause of illness. The patient presents with decompensated cirrhosis (jaundice, ascites, splenomegaly, low albumin, prolonged PT) and upper GI bleeding (hematemesis). The homeless status and clinical picture strongly suggest alcoholic liver disease due to chronic substance (alcohol) abuse. Options A-E are all etiological categories, not treatments, so all are NOT_APPLICABLE for treatment action status."
MACB-124,SC_RELATIVE_CAND,false,"A 55-year-old woman with papillary thyroid carcinoma underwent total thyroidectomy. She has no significant medical history. On postoperative day 1, she develops perioral numbness and a tingling sensation, along with paresthesia of the hands and feet. The physical examination reveals that she is anxious and confused. Her pulse is 90/min, the blood pressure is 110/80 mm Hg, the respirations are 22/min, and the temperature is 36.7°C (98.0°F). Latent tetany (carpal spasm) is evident in the right arm. This is observed when the sphygmomanometer cuff pressure is raised above the systolic blood pressure and held for 3 minutes. The laboratory test results are as follows:
Serum calcium 6.7 mg/dL
Serum sodium 143 mEq/L
Serum potassium 4.4 mEq/L
Serum creatinine 0.9 mg/dL
Blood urea 16 mg/dL
Serum magnesium 1.1 mEq/L
What is the most likely cause of this condition?",A: Inadvertent surgical removal of parathyroid glands | B: Congenital absence of parathyroid glands | C: DiGeorge syndrome | D: Chronic hypomagnesemia | E: Hungry bone syndrome,A,Inadvertent surgical removal of parathyroid glands,step2&3,data_clean/questions/US/test.jsonl,"What is the standard treatment for postoperative hypocalcemia (e.g., after thyroidectomy)?","{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 55, ""other_constraints"": []}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a diagnostic question asking for the etiology of postoperative hypocalcemia - the classic presentation of perioral numbness, paresthesias, tetany, positive Trousseau's sign, and low serum calcium shortly after total thyroidectomy is caused by inadvertent surgical removal or devascularization of the parathyroid glands."
MACB-125,SC_RELATIVE_CAND,false,A 25-year-old African American man presents to his primary care provider for routine blood work. He is a well-known case of sickle cell disease treated with hydroxyurea and tramadol as needed for pain. He does not smoke or drink alcohol. The patient asks if his disease can adversely affect his kidneys because his friend was recently diagnosed with end-stage renal failure. Which of the following is a renal complication of sickle cell disease?,A: Transitional cell carcinoma | B: Membranous glomerulonephritis | C: Proximal renal tubular acidosis | D: Impaired urine diluting ability | E: Impaired urine concentration ability,E,Impaired urine concentration ability,step2&3,data_clean/questions/US/test.jsonl,What renal complications are associated with sickle cell disease?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 25, ""other_constraints"": [""sickle cell disease on hydroxyurea and tramadol""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a PROGNOSIS question asking about renal complications of sickle cell disease. Sickle cell nephropathy commonly causes renal papillary necrosis leading to impaired urine concentration ability (isosthenuria), making E the correct answer. All options are NOT_APPLICABLE as they are potential complications being identified, not treatments to be prescribed."
MACB-126,SC_RELATIVE_CAND,false,"A 62-year-old man is brought to the hospital because of a 6-hour history of worsening upper abdominal pain, nausea, and vomiting. He is diagnosed with acute calculous cholecystitis and scheduled for cholecystectomy the next day. He has congestive heart failure, hyperlipidemia, and hypertension. Physical examination shows no abnormalities. Current medications include metoprolol and simvastatin. One month ago, spironolactone was added to his medication regimen. Preoperative serum studies show:
Na+ 138 mEq/L
K+ 6.1 mEq/L
Cl- 100 mEq/L
HCO3- 22 mEq/L
Urea nitrogen 13 mg/dL
Creatinine 1.0 mg/dL
An ECG shows normal sinus rhythm. In addition to discontinuation of spironolactone, which of the following is the most appropriate next step in management of this patient's hyperkalemia?""",A: Administer intravenous saline with furosemide | B: Administer intravenous sodium bicarbonate | C: Order dietary modification | D: Administer intravenous calcium gluconate | E: Initiate hemodialysis,A,Administer intravenous saline with furosemide,step2&3,data_clean/questions/US/dev.jsonl,What is the standard treatment for acute hyperkalemia in a patient requiring urgent surgical intervention?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 62, ""other_constraints"": [""congestive heart failure"", ""hyperlipidemia"", ""hypertension"", ""scheduled for cholecystectomy tomorrow"", ""recently added spironolactone 1 month ago"", ""normal renal function (creatinine 1.0 mg/dL)"", ""normal ECG""]}","[""A""]","{""A"": ""ADMISSIBLE"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""NOT_APPLICABLE"", ""D"": ""INADMISSIBLE_REL"", ""E"": ""INADMISSIBLE_ABS""}",true,"Treatment of hyperkalemia in a patient with normal ECG, intact renal function, and concomitant spironolactone use",CONFLICT,auto:MiniMax-M2.5,"The LLM prior recommends IV calcium gluconate as first-line treatment, but this is contraindicated because the patient has a normal ECG (no cardiac membrane instability) - calcium gluconate is only indicated for ECG changes. The correct approach is IV saline with furosemide to promote potassium excretion, as the hyperkalemia is likely drug-induced from spironolactone in a patient with normal renal function."
MACB-127,SC_RELATIVE_CAND,false,"A 42-year-old woman comes to the emergency department because of hematuria and pain in both flanks. She has a history of recurrent urinary tract infections. She also complains of swelling of both feet and facial puffiness. She has passed urinary stones twice before. Her mother also has a history of urinary stone and underwent a kidney transplant. Her temperature is 38.0°C (100.4°F), pulse is 110/min, and blood pressure is 150/98 mm Hg. Abdominal examination shows palpable, bilateral flank masses. Results of a complete blood count are within the reference range. Her serum creatinine concentration is 2.7 mg/dL. Which of the following additional findings is most likely to be seen in this patient?",A: Osteolytic bone lesions | B: Multiple hepatic cysts | C: Mitral valve stenosis | D: Popliteal aneurysm | E: Vesicoureteral reflux,B,Multiple hepatic cysts,step2&3,data_clean/questions/US/dev.jsonl,What is the standard treatment for autosomal dominant polycystic kidney disease?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": ""Serum creatinine 2.7 mg/dL"", ""hepatic_impairment"": null, ""age_years"": 42, ""other_constraints"": []}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a diagnostic question seeking an associated finding for suspected autosomal dominant polycystic kidney disease (ADPKD). The patient presents with classic features: bilateral flank masses, hematuria, renal stones, hypertension, renal impairment, and family history of kidney disease. Multiple hepatic cysts are the most common extrarenal manifestation of ADPKD."
MACB-128,SC_RELATIVE_CAND,false,"A 57-year-old man with a history of diabetes and stage 3 chronic kidney disease is admitted to the hospital for elective coronary angiography. The senior resident admitting the patient to the ward is concerned about his chronic renal impairment and the scheduled angiography, which will require the use of intravenous contrast. Which of the following strategies is most likely to decrease the likelihood that the procedure will exacerbate the patient’s renal failure?",A: Intravenous mannitol before and during the procedure | B: Intravenous N-acetyl cysteine before and during the procedure | C: Hemodialysis immediately after the procedure | D: Use non-iodinated contrast medium | E: Forced diuresis with furosemide,D,Use non-iodinated contrast medium,step2&3,data_clean/questions/US/dev.jsonl,What is the most effective strategy to reduce the risk of contrast-induced kidney injury in patients with chronic kidney disease undergoing angiography with intravenous contrast?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": ""stage 3 chronic kidney disease"", ""hepatic_impairment"": null, ""age_years"": 57, ""other_constraints"": [""diabetes""]}","[""D""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""NOT_APPLICABLE"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_REL""}",true,Query for prevention of contrast-induced kidney injury in diabetic patients with moderate chronic kidney disease undergoing coronary angiography,NO_CONFLICT,auto:MiniMax-M2.5,"Non-iodinated contrast medium is the preferred strategy for patients with CKD to minimize contrast-induced nephropathy risk. Mannitol and furosemide can worsen renal function in CKD patients, while hemodialysis after every procedure is not standard prophylaxis. The LLM prior recommends hydration, which is correct and not contradictory to the question focusing on contrast type."
MACB-129,SC_RELATIVE_CAND,false,"A 23-year-old woman presents to the emergency department with abdominal pain. The patient states that she has pain in her back that radiates to her abdomen. The pain started yesterday and is episodic. She describes the pain as a 10/10 when it occurs. The patient has a past medical history of asthma, anxiety, and chlamydia that was appropriately treated. Her current medications include fluoxetine. The patient's lab values are ordered as seen below.

Hemoglobin: 14 g/dL
Hematocrit: 40%
Leukocyte count: 8,500 cells/mm^3 with normal differential
Platelet count: 225,000/mm^3

Serum:
Na+: 140 mEq/L
Cl-: 100 mEq/L
K+: 4.9 mEq/L
HCO3-: 24 mEq/L
BUN: 22 mg/dL
Glucose: 89 mg/dL
Creatinine: 1.2 mg/dL
Ca2+: 10.0 mg/dL
AST: 11 U/L
ALT: 11 U/L

Urine:
Color: amber
Nitrites: negative
Na+: 12 mmol/24 hours
Beta-hCG: positive
Red blood cells: 11/hpf

Which of the following is the best test for this patient's most likely diagnosis?",A: Abdominal radiograph | B: Abdominal CT | C: Transvaginal ultrasound | D: Abdominal ultrasound | E: Renal ultrasound,E,Renal ultrasound,step2&3,data_clean/questions/US/dev.jsonl,What is the standard treatment for kidney stones (nephrolithiasis)?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 23, ""other_constraints"": []}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"The patient is pregnant (positive beta-hCG) with classic renal colic presentation (episodic severe flank pain radiating to abdomen, hematuria). Renal ultrasound is the appropriate initial imaging as it avoids radiation exposure to the fetus, unlike CT or abdominal X-ray."
MACB-130,SC_RELATIVE_CAND,false,"A 27-year-old woman presents to the emergency department with weakness of her legs which has progressed to an inability for her to stand. The patient works as a school teacher in Alaska and regularly goes hiking and camping. She recently returned from a camping trip where she hiked through tall brush and drank from mountain streams. The patient was also involved in a motor vehicle accident 2 days ago but did not seek treatment. The patient has a medical history that is unremarkable and is currently taking multivitamins and other than a recent bout of diarrhea is generally healthy. Her temperature is 99.5°F (37.5°C), blood pressure is 120/68 mmHg, pulse is 120/min, respirations are 17/min, and oxygen saturation is 98% on room air. Physical exam is notable for a very anxious woman with 1/5 strength of the patient’s lower extremities and 2/5 strength of her trunk muscles with diminished sensation. Laboratory studies are ordered as seen below.

Hemoglobin: 15 g/dL
Hematocrit: 43%
Leukocyte count: 6,500/mm^3 with normal differential
Platelet count: 194,000/mm^3

Serum:
Na+: 138 mEq/L
Cl-: 102 mEq/L
K+: 4.4 mEq/L
HCO3-: 24 mEq/L
BUN: 20 mg/dL
Glucose: 120 mg/dL
Creatinine: 1.0 mg/dL
Ca2+: 10.2 mg/dL
pH: 7.44
PaCO2: 10 mmHg
PaO2: 90 mmHg
AST: 12 U/L
ALT: 10 U/L

The patient complains about difficulty breathing. Repeat laboratory values are notable for the findings below.

pH: 7.35
PaCO2: 30 mmHg
PaO2: 80 mmHg

The patient is intubated and sent to the MICU. Which of the following risk factors is associated with the most likely diagnosis?",A: Female sex living in a Northern latitude | B: Hiking in tick-infested woods | C: Consuming meats cooked over a campfire | D: Pelvic trauma | E: Central cervical spine trauma,C,Consuming meats cooked over a campfire,step2&3,data_clean/questions/US/dev.jsonl,What is the standard treatment for botulism?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 27, ""other_constraints"": [""recent camping trip with consumption of stream water and unknown food sources"", ""recent motor vehicle accident 2 days ago""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"The clinical picture of progressive ascending paralysis with bulbar involvement and respiratory failure following a camping trip is classic for foodborne botulism. The question is asking for the associated risk factor (consuming contaminated meat cooked over campfire), making this a diagnostic/etiology question rather than a treatment question."
MACB-131,SC_RELATIVE_CAND,false,"A 23-year-old man comes to the emergency department because of a 5-day history of progressively worsening dyspnea. He has had intermittent episodes of chest pain, which was 4/10 in intensity and increased on inspiration. He does triathlons and has not been able to train because of the discomfort. He has had no fever or syncopal episodes. He had an upper respiratory tract infection 3 weeks ago. His father died of heart disease at the age of 55 years. His temperature is 36.8°C (98.2°F), pulse is 113/min, and blood pressure is 100/70 mm Hg. Examination shows jugular venous distention. Inspiratory crackles are heard throughout the thorax. Cardiac examination shows an S3 gallop. Laboratory studies show:
Hemoglobin 14.8 g/dL
Leukocyte count 9200/mm3
Platelet count 230,000/mm3
ESR 41 mm/hr
Serum
Creatinine 1.1 mg/dL
Glucose 92 mg/dL
LDH 120 U/L
Troponin I 0.204 ng/mL (N< 0.1 ng/mL)
An x-ray of the chest shows an enlarged cardiac silhouette and prominent vascular markings in both lung fields. An ECG shows diffuse T-wave inversions. Which of the following echocardiographic findings is most likely in this patient?""",A: Swinging heart with compression of the left heart chambers | B: Increased left ventricular wall thickness | C: Mitral valve stenosis with left atrial enlargement | D: Left ventricular dilation and global hypokinesis | E: Vegetations on the mitral valve,D,Left ventricular dilation and global hypokinesis,step2&3,data_clean/questions/US/dev.jsonl,What is the first-line treatment for acute pericarditis?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 23, ""other_constraints"": []}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a diagnostic question asking for echocardiographic findings in viral myopericarditis (elevated troponin, S3 gallop, URI history, chest pain worse with inspiration), not a treatment question. All options are diagnostic findings, not treatments."
