sample_id,candidate_tag,no_keyword_flag,question,options_text,answer_idx,answer,meta_info,source_file,parametric_prior_disease_query,patient_profile_json,gold_admissible_set_json,gold_per_action_status_json,gold_scsr_needed,gold_scsr_query,gold_memory_conflict_label,reviewer,notes
MACB-138,SC_RELATIVE_CAND,false,"A 25-year-old college student is diagnosed with acute myelogenous leukemia after presenting with a 3-week history of fever, malaise, and fatigue. He has a history of type 1 diabetes mellitus, multiple middle ear infections as a child, and infectious mononucleosis in high school. He currently smokes 1 pack of cigarettes per day, drinks a glass of wine per day, and denies any illicit drug use. The vital signs include: temperature 36.7°C (98.0°F), blood pressure 126/74 mm Hg, heart rate 87/min, and respiratory rate 17/min. On physical examination, his pulses are bounding; his complexion is pale, but breath sounds remain clear. A rapidly progressive form of leukemia is identified, and the patient is scheduled to start intravenous chemotherapy. Which of the following treatments should be given to this patient to prevent or decrease the likelihood of developing acute renal failure during treatment?",A: Sulfinpyrazone | B: Probenecid | C: Allopurinol | D: Colchicine | E: Indomethacin,C,Allopurinol,step2&3,data_clean/questions/US/train.jsonl,What treatment is used to prevent acute renal failure in patients with acute myelogenous leukemia undergoing chemotherapy?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 25, ""other_constraints"": [""type_1_diabetes_mellitus""]}","[""C""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""ADMISSIBLE"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,Allopurinol is the standard of care for preventing tumor lysis syndrome and subsequent acute renal failure in AML patients undergoing chemotherapy; the patient's comorbidities (type 1 diabetes) do not affect this indication.
MACB-139,SC_RELATIVE_CAND,false,"A 32-year-old man presents to the clinic for follow up for treatment of latent tuberculosis. He is a healthcare worker and began isoniazid 3 months ago after a routine PPD yielded a 12-mm induration. He feels otherwise well and attributes this to his vegetarian diet that he has been following for the past 4 years. His past medical history is unremarkable, but his family history is significant for a ""liver disease,"" the specifics of which are unknown. Physical exam shows mildly reduced sensation to pinprick over the distal lower extremities. The abdomen is soft, nontender, and without hepatosplenomegaly. Laboratory studies demonstrate the following:

Serum:
Hemoglobin: 9.6 g/dL
Hematocrit: 34%
Leukocyte count: 9,200/mm^3 with normal differential
Platelets: 270,000/mm^3
Mean corpuscular volume: 77 µm^3
AST: 92 U/L
ALT: 84 U/L
Ferritin: 302 ng/mL (normal 15-200 ng/mL)
Total iron: 273 µg/dL (normal 50-170 µg/dL)
TIBC: 150 µg/dL (normal 250–370 µg/dL)

Which of the following is the most appropriate next step in management?",A: Blood lead levels | B: Cobalamin supplementation | C: Pyridoxine supplementation | D: Serial phlebotomy | E: Stop isoniazid treatment,C,Pyridoxine supplementation,step2&3,data_clean/questions/US/train.jsonl,What is the standard treatment for latent tuberculosis?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 32, ""other_constraints"": [""Vegetarian diet x 4 years (nutritional deficiency risk)"", ""Family history of liver disease"", ""On isoniazid for latent TB treatment""]}","[""C""]","{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""ADMISSIBLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""INADMISSIBLE_REL""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"Patient presents with peripheral neuropathy symptoms (reduced pinprick sensation distally) while on isoniazid. This is a known adverse effect of INH due to pyridoxine (B6) deficiency, exacerbated by his vegetarian diet. The standard management is pyridoxine supplementation, not stopping treatment. Stopping INH would leave latent TB untreated inappropriately."
MACB-140,SC_RELATIVE_CAND,false,"Twelve days after undergoing total pancreatectomy for chronic pancreatitis, a 62-year-old woman notices oozing from her abdominal wound. She first noticed fluid draining 8 hours ago. Her postoperative course has been complicated by persistent hypotension requiring intravenous fluids and decreased ability to tolerate food. She has type 1 diabetes mellitus and glaucoma. The patient smoked one pack of cigarettes daily for 30 years, but quit 2 years ago. She drank a pint of vodka every day starting at age 20 and quit when she was 35 years old. Her current medications include subcutaneous insulin and timolol eye drops. She appears comfortable. Her temperature is 37°C (98.6°F), pulse is 95/min, and blood pressure is 104/78 mm Hg. The abdomen is soft and mildly tender to palpation. There is a 12-cm vertical wound beginning in the epigastrium and extending caudally. 25 mL of a viscous, dark green substance is draining from the middle of the wound. There is a small amount of dried fluid on the patient's hospital gown. The wound edges are nonerythematous. There is no pus draining from the wound. Laboratory studies show:
Hematocrit 38%
Leukocyte count 8,000/mm3
Serum
Na+ 135 mEq/L
Cl- 100 mEq/L
K+ 3.4 mEq/L
HCO3- 23 mEq/L
Urea nitrogen 13 mg/dL
Creatinine 1.1 mg/dL
Glucose 190 mg/dL
Which of the following is the most appropriate next step in management?""","A: Intravenous antibiotic therapy | B: Surgical exploration of the abdomen | C: Oral food intake and intravenous fluid administration | D: Total parenteral nutrition and ostomy pouch | E: Wound debridement and irrigation
""",D,Total parenteral nutrition and ostomy pouch,step2&3,data_clean/questions/US/train.jsonl,What is the standard treatment for pancreatic fistula following total pancreatectomy?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 62, ""other_constraints"": [""post-operative day 12 from total pancreatectomy"", ""type 1 diabetes mellitus"", ""persistent hypotension requiring IV fluids"", ""reduced oral intake tolerance""]}","[""D""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""ADMISSIBLE"", ""E"": ""NOT_APPLICABLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"The viscous dark green drainage from the wound 12 days post-total pancreatectomy is classic for pancreatic fistula. Conservative management with NPO, TPN, and appropriate drainage/stoma pouch is standard first-line treatment. Oral intake (Option C) would stimulate pancreatic secretions and worsen the fistula. Surgical exploration (Option B) is reserved for failed conservative management or peritonitis signs. Antibiotics (Option A) are not indicated without infection signs."
MACB-141,SC_RELATIVE_CAND,false,"A 26-year-old woman presents with blood in her urine for the past 2 days. She says she has had increasing urinary frequency at night for the past several days and recently noticed a reddish tinge in her urine. She is also concerned that her feet are beginning to swell, and she has been feeling increasingly fatigued for the past week. She gives no history of joint pains, rashes, or skin changes. Past medical history is relevant for an occasional bluish discoloration of her fingers during exposure to cold. Her vital signs are a pulse of 80/min, a respiratory rate of 14/min, and blood pressure of 140/88 mm Hg. On physical examination, the patient has 1+ pitting edema of her feet bilaterally. Remainder of examination is unremarkable. Laboratory findings are significant for the following:
Serum glucose (fasting) 88 mg/dL
Sodium 143 mEq/L
Potassium 3.7 mEq/L
Chloride 102 mEq/L
Serum creatinine 1.7 mg/dL
Blood urea nitrogen 32 mg/dL
Cholesterol, total 180 mg/dL
HDL-cholesterol 43 mg/dL
LDL-cholesterol 75 mg/dL
Triglycerides 135 mg/dL
Hemoglobin (Hb%) 12.5 g/dL
Mean corpuscular volume (MCV) 80 fL
Reticulocyte count 1%
Erythrocyte count 5.1 million/mm3
Thyroid stimulating hormone 4.5 μU/mL
Urinalysis:
Glucose negative
Protein +++
Ketones negative
Nitrites negative
RBCs negative
Casts +++
A renal biopsy is performed which reveals findings consistent with lupus nephritis. Which of the following is the next best step in treatment of this patient?",A: Corticosteroids | B: Azathioprine | C: Cyclosporine | D: Mycophenolic acid | E: Cyclophosphamide,A,Corticosteroids,step1,data_clean/questions/US/train.jsonl,What is the first-line treatment for lupus nephritis?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 26, ""other_constraints"": []}","[""A""]","{""A"": ""ADMISSIBLE"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,,"Corticosteroids are first-line treatment for lupus nephritis presenting with hematuria, edema, hypertension, and Raynaud phenomenon; other immunosuppressants are not indicated as initial monotherapy."
MACB-142,SC_RELATIVE_CAND,false,"A 63-year-old woman presents to the emergency department with chest pain and shortness of breath. She was recently treated for an Achilles tendon rupture and has a past medical history of diabetes and end stage renal disease. An electrocardiogram (ECG) is performed as seen in Figure A. Her temperature is 99.0°F (37.2°C), blood pressure is 137/98 mmHg, pulse is 130/min, respirations are 19/min, and oxygen saturation is 95% on room air. The patient remains tachycardic after receiving 2 liters of IV fluids. Which of the following is the best next step in management for this patient?",A: Fondaparinux | B: Low molecular weight heparin | C: Rivaroxaban | D: Unfractionated heparin | E: Warfarin,D,D,step2,data_clean/questions/US/US_qbank.jsonl,What is the standard treatment for a patient presenting with acute chest pain and suspected acute coronary syndrome?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": ""end stage renal disease"", ""hepatic_impairment"": null, ""age_years"": 63, ""other_constraints"": [""recent Achilles tendon rupture treated""]}","[""D""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_REL""}",true,What are the recommended drug contraindications and dosing adjustments for patients with end‑stage renal disease?,NO_CONFLICT,auto:MiniMax-M2.5,"In ESRD, fondaparinux and rivaroxaban are absolutely contraindicated (renally cleared); LMWH and warfarin require dose adjustment. Unfractionated heparin is safe as it does not depend on renal clearance and is reversible."
MACB-143,SC_RELATIVE_CAND,false,"A 7-year-old girl is brought to the emergency department with a 10-day history of fever and sore throat that acutely worsened over the past 2 days. Her sore throat is worse on the right side. She has difficulty swallowing and opening her mouth due to pain. She has also noticed a change in the quality of her voice over the last day. Her temperature is 38.2°C (100.8°F), pulse is 86/min, respirations are 18/min, and blood pressure is 110/75 mm Hg . Examination shows cervical lymphadenopathy. Oropharyngeal examination shows erythematous tonsils and swelling of the right tonsillar pillar. The uvula is deviated to the left. Laboratory studies show:
Hemoglobin 13.0 g/dL
Hematocrit 39%
Leukocyte count 12,000/mm3
Platelet Count 200,000/mm3
Serum
Na+ 138 mEq/L
Cl- 100 mEq/L
K+ 4.5 mEq/L
HCO3- 24 mEq/L
Urea nitrogen 14.0 mg/dL
Creatinine 1.1 mg/dL
Which of the following is the most appropriate next step in management?""",A: Intravenous dexamethasone therapy | B: Tonsillectomy | C: Incision and drainage with intravenous ampicillin-sulbactam therapy | D: Needle aspiration and oral clindamycin therapy | E: Intravenous ampicillin-sulbactam therapy,C,Incision and drainage with intravenous ampicillin-sulbactam therapy,step2&3,data_clean/questions/US/test.jsonl,What is the standard treatment for peritonsillar abscess?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 7, ""other_constraints"": []}","[""C""]","{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""ADMISSIBLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"Classic peritonsillar abscess (quinsy) with uvular deviation to opposite side, trismus, and hot potato voice. Treatment requires both surgical drainage AND IV antibiotics; option C correctly combines incision and drainage with ampicillin-sulbactam covering oropharyngeal flora including anaerobes. All other options are either inappropriate (steroids, tonsillectomy as initial step), insufficient (oral antibiotics only), or incomplete (needle aspiration without proper surgical drainage)."
MACB-144,SC_RELATIVE_CAND,false,"A 60-year-old man visits his primary care doctor after being discharged from the hospital 3 weeks ago. He presented to the hospital with chest pain and was found to have ST elevations in leads I, aVL, and V6. He underwent cardiac catheterization with balloon angioplasty and was discharged on appropriate medications. At this visit, he complains of feeling deconditioned over the past week. He states that he is not able to jog his usual 3 miles and feels exhausted after walking up stairs. He denies chest pain. His temperature is 98.6°F (37°C), blood pressure is 101/62 mmHg, pulse is 59/min, and respirations are 18/min. His cardiac exam is notable for a 2/6 early systolic murmur at the left upper sternal border. He describes mild discomfort with palpation of his epigastrium. The remainder of his exam is unremarkable. His laboratory workup is shown below:

Hemoglobin: 8 g/dL
Hematocrit: 25 %
Leukocyte count: 11,000/mm^3 with normal differential
Platelet count: 400,000/mm^3

Serum:
Na+: 136 mEq/L
Cl-: 103 mEq/L
K+: 3.8 mEq/L
HCO3-: 25 mEq/L
BUN: 45 mg/dL
Glucose: 89 mg/dL
Creatinine: 1.1 mg/dL

Which medication is most likely contributing to this patient's current presentation?",A: Aspirin | B: Atorvastatin | C: Carvedilol | D: Furosemide | E: Lisinopril,A,Aspirin,step2&3,data_clean/questions/US/train.jsonl,What is the standard medication regimen for a patient with ST-elevation myocardial infarction (STEMI) who undergoes percutaneous coronary intervention (PCI)?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 60, ""other_constraints"": [""Recent MI with PCI 3 weeks ago"", ""ST elevations in leads I, aVL, V6 (lateral wall MI)"", ""Post-angioplasty with balloon angioplasty"", ""Anemia: Hgb 8 g/dL, Hct 25%"", ""Elevated BUN: 45 mg/dL"", ""Bradycardia: pulse 59/min""]}",[],{},false,,NOT_APPLICABLE,reannotation:MiniMax-M2.5,"This is a diagnostic question asking to identify the medication causing the patient's decompensation/anemia, not a treatment question requiring admissibility assessment."
MACB-145,SC_RELATIVE_CAND,false,"Twelve hours after undergoing uncomplicated total knee replacement, a 55-year-old man develops increasing anxiety, agitation, hand tremor, and nausea. He told the nurse he saw a bear in his room. His pain has been controlled with intravenous morphine. He has a history of advanced liver disease. He drinks 7 cans of beer daily. He is diaphoretic. His temperature is 37.6°C (99.7°F), pulse is 118/min, respirations are 18/min, and blood pressure is 146/92 mm Hg. Administration of which of the following drugs is the most appropriate next step in management?",A: Chlordiazepoxide | B: Cyproheptadine | C: Lorazepam | D: Dantrolene | E: Carbamazepine,C,Lorazepam,step1,data_clean/questions/US/dev.jsonl,What is the first‑line drug therapy for delirium tremens (alcohol withdrawal)?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": ""advanced liver disease"", ""age_years"": 55, ""other_constraints"": [""post-operative patient"", ""on IV morphine"", ""history of heavy alcohol use (7 cans beer daily)""]}","[""C""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""ADMISSIBLE"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_ABS""}",true,What is the appropriate lorazepam dose for patients with advanced liver disease?,CONFLICT,auto:MiniMax-M2.5,"Patient has advanced liver disease, making long-acting benzodiazepines like chlordiazepoxide (metabolized by hepatic oxidation) relatively contraindicated due to risk of accumulation. Lorazepam is preferred because it's metabolized by glucuronidation, making it safer in hepatic impairment, and is the appropriate first-line treatment for delirium tremens."
MACB-146,SC_RELATIVE_CAND,false,"A 25-year-old man is brought to the physician because of fatigue, lethargy, and lower leg swelling for 2 weeks. He also noticed that his urine appeared darker than usual and for the last 2 days he has passed only small amounts of urine. His temperature is 37.5°C (98.6°F), pulse is 88/min, respirations are 15/min, and blood pressure is 154/98 mm Hg. Examination shows 2+ pretibial edema bilaterally. Laboratory studies show:
Hemoglobin 10.9 g/dL
Leukocyte count 8200/mm3
Platelet count 220,000/mm3
Serum
Na+ 137 mEq/L
Cl- 102 mEq/L
K+ 4.8 mEq/L
HCO3- 22 mEq/L
Glucose 85 mg/dL
Urea nitrogen 34 mg/dL
Creatinine 1.4 mg/dL
Urine
Blood 2+
Protein 3+
Glucose negative
RBC 10–12/HPF with dysmorphic features
RBC casts numerous
Renal biopsy specimen shows a crescent formation in the glomeruli with extracapillary cell proliferation. Which of the following is the most appropriate next step in management?""",A: Administer rituximab | B: Administer lisinopril | C: Perform hemodialysis | D: Administer methylprednisolone | E: Administer cyclosporine A,D,Administer methylprednisolone,step2&3,data_clean/questions/US/train.jsonl,What is the standard first‑line therapy for crescentic (rapidly progressive) glomerulonephritis?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": ""Creatinine 1.4 mg/dL, BUN 34 mg/dL - acute kidney injury consistent with crescentic GN"", ""hepatic_impairment"": null, ""age_years"": 25, ""other_constraints"": [""Crescentic (rapidly progressive) glomerulonephritis - urgent treatment required"", ""No documented contraindications to corticosteroids""]}","[""A"", ""D"", ""E""]","{""A"": ""ADMISSIBLE"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""NOT_APPLICABLE"", ""D"": ""ADMISSIBLE"", ""E"": ""ADMISSIBLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"Crescentic GN with crescents on biopsy requires urgent immunosuppression. High-dose methylprednisolone is first-line. Rituximab and cyclosporine are also admissible alternatives. Lisinopril treats hypertension but not the underlying RPGN; dialysis is not indicated yet (creatinine 1.4, no hyperkalemia/uremia)."
MACB-147,SC_RELATIVE_CAND,false,"A 62-year-old man comes to the physician for a follow-up examination after having been diagnosed with stage II adenocarcinoma of the left lower lung lobe without evidence of distant metastases 1 week ago following an evaluation for a chronic cough. He has hypertension and type 2 diabetes mellitus. He has smoked one pack of cigarettes daily for the past 40 years. His current medications include metformin, sitagliptin, and enalapril. He is 177 cm (5 ft 10 in) tall and weighs 65 kg (143 lb); BMI is 20.7 kg/m2. He appears lethargic. Vital signs are within normal limits. Pulse oximetry shows an oxygen saturation of 98%. Examination shows inspiratory wheezing at the left lung base. The remainder of the examination shows no abnormalities. A complete blood count and serum concentrations of electrolytes, creatinine, glucose, and liver enzymes are within the reference range. Spirometry shows an FEV1 of 1.6 L. The diffusing lung capacity for carbon monoxide (DLCO) is 66% of predicted. Which of the following is the most appropriate next step in the management of this patient?",A: Schedule lobectomy | B: Radiation therapy | C: Schedule a wedge resection | D: Administer cisplatin and etoposide | E: Administer cisplatin and vinorelbine,A,Schedule lobectomy,step2&3,data_clean/questions/US/train.jsonl,What is the standard treatment for stage II adenocarcinoma of the lung?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 62, ""other_constraints"": [""FEV1 1.6 L (reduced)"", ""DLCO 66% predicted (moderately reduced)"", ""Long-term smoker with likely COPD"", ""Low BMI 20.7"", ""Lethargic appearance""]}","[""A""]","{""A"": ""ADMISSIBLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"Stage II lung adenocarcinoma without metastasis is treated with lobectomy as standard surgical resection; the LLM prior correctly identifies surgery as primary treatment. Options B-E represent alternative treatments (radiation, limited resection, chemotherapy regimens) that are either not first-line for resectable stage II or not applicable as initial next step."
MACB-148,SC_RELATIVE_CAND,false,"A 30-year-old man comes to the physician after receiving a high blood pressure reading of 160/90 mm Hg at an annual employee health check-up. During the past few months, the patient has had occasional headaches and mild abdominal pain, both of which were relieved with ibuprofen. He has also had several episodes of heart palpitations. He has no history of serious illness. His mother and father both have hypertension. He has smoked one pack of cigarettes daily for the past 10 years and drinks one glass of wine daily. He occasionally smokes marijuana. He appears pale. His temperature is 36.8°C (98.2°F), pulse is 103/min, and blood pressure is 164/102 mm Hg. Physical examination shows no abnormalities. Laboratory studies show:
Hemoglobin 15.3 g/dL
Leukocyte count 7,900/mm3
Platelet count 223,000/mm3
Serum
Na+ 138 mEq/L
K+ 4.6 mEq/L
Cl- 103 mEq/L
Urea nitrogen 14 mg/dL
Glucose 90 mg/dL
Creatinine 0.9 mg/dL
Plasma metanephrines 1.2 nmol/L (N < 0.5 nmol/L)
Urine toxicology screening is positive for tetrahydrocannabinol (THC). Renal doppler shows no abnormalities. A CT scan of the abdomen shows a mass in the left adrenal gland. Which of the following is the most appropriate next step in management of this patient?""",A: MIBG therapy | B: Phenoxybenzamine | C: Resection of adrenal mass | D: Propranolol | E: Metoprolol,B,Phenoxybenzamine,step2&3,data_clean/questions/US/train.jsonl,What is the standard treatment for pheochromocytoma?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 30, ""other_constraints"": [""pheochromocytoma diagnosed - elevated metanephrines with adrenal mass"", ""smoker"", ""THC positive - marijuana use""]}","[""B""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""ADMISSIBLE"", ""C"": ""INADMISSIBLE_REL"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_ABS""}",true,What are the drug contraindications or dosing recommendations for patients with pheochromocytoma (elevated metanephrines and adrenal mass)?,CONFLICT,auto:MiniMax-M2.5,"Pheochromocytoma requires preoperative alpha-blockade with phenoxybenzamine for 7-14 days before surgery to prevent hypertensive crisis. Beta-blockers (D, E) are absolutely contraindicated before adequate alpha-blockade. MIBG therapy (A) is for metastatic disease. Surgical resection (C) is definitive but premature without proper prep."
MACB-149,SC_RELATIVE_CAND,false,"A 51-year-old woman with AIDS presents to her primary care physician with fatigue and weakness. She has a history of type 2 diabetes mellitus, hypertension, infectious mononucleosis, and hypercholesterolemia. She currently smokes 1 pack of cigarettes per day, drinks a glass of wine per day, and denies any illicit drug use. Her temperature is 36.7°C (98.0°F), blood pressure is 126/74 mm Hg, pulse is 87/min, and respirations are 17/min. On physical examination, her pulses are bounding. The patent’s complexion is pale. She has an enlarged cervical lymph node, and breath sounds remain clear. Further lab and tissue diagnostic evaluation reveal and confirms Burkitt’s lymphoma with diffuse bulky disease. After receiving more information about her condition and treatment options, the patient agrees to start chemotherapy. Eight days after starting chemotherapy, she presents with decreased urinary output. Laboratory studies show:
Creatinine 7.9 mg/dL
BUN 41 mg/dL
Serum uric acid 28 mg/dL
Potassium 6.9 mEq/L
Which therapy is most likely to reverse the patient’s metabolic abnormalities?",A: Intravenous saline with mannitol with the goal of a daily urinary output above 2.5 L/day | B: Hemodialysis | C: Intravenous sodium bicarbonate with the goal of urinary pH > 7.0 | D: Allopurinol 300 mg/day | E: Intravenous recombinant uricase enzyme rasburicase,B,Hemodialysis,step2&3,data_clean/questions/US/train.jsonl,What is the standard treatment for tumor lysis syndrome with hyperuricemia and acute kidney injury?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": ""Acute kidney injury with creatinine 7.9 mg/dL, anuria"", ""hepatic_impairment"": null, ""age_years"": 51, ""other_constraints"": [""HIV/AIDS"", ""Burkitt's lymphoma with diffuse bulky disease"", ""Chemotherapy-induced tumor lysis syndrome"", ""Hyperkalemia 6.9 mEq/L"", ""Type 2 diabetes mellitus"", ""Hypertension"", ""Current smoker""]}","[""B""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""ADMISSIBLE"", ""C"": ""INADMISSIBLE_REL"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_REL""}",true,Which medications are contraindicated or require dose adjustment in patients with acute kidney injury (anuria)?,CONFLICT,auto:MiniMax-M2.5,"The patient has severe tumor lysis syndrome with acute renal failure (creatinine 7.9), severe hyperuricemia (28), and life-threatening hyperkalemia (6.9). Hemodialysis is the only appropriate therapy to reverse these metabolic abnormalities. The LLM prior recommends rasburicase or allopurinol which are INADMISSIBLE_ABS due to the patient's anuric renal failure - they cannot excrete the drug/metabolites and would not address the hyperkalemia or renal failure."
MACB-150,SC_RELATIVE_CAND,false,"A 58-year-old man presents to the emergency department with rapid onset of severe pain and swelling in his right great toe overnight. He reports experiencing a similar episode several years ago but cannot recall the diagnosis or the medication he was given for treatment. His medical history is significant for hyperlipidemia, poorly controlled diabetes, and stage 3 chronic kidney disease. Laboratory studies are ordered as seen below.

Serum:
Na+: 139 mEq/L
Cl-: 101 mEq/L
K+: 5.9 mEq/L
HCO3-: 22 mEq/L
BUN: 20 mg/dL
Glucose: 259 mg/dL
Creatinine: 3.1 mg/dL

The interphalangeal joint of the right great toe is aspirated, with the synovial fluid aspirate shown under polarized light microscopy in Figure A. Which of the following is the most appropriate management for this patient?",A: Aspirin | B: Colchicine | C: Indomethacin | D: Intrarticular triamcinolone | E: Intravenous prednisone,,D,step2,data_clean/questions/US/US_qbank.jsonl,What is the first-line treatment for acute gouty arthritis presenting with severe pain and swelling of the great toe?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": ""Stage 3 CKD with creatinine 3.1 mg/dL"", ""hepatic_impairment"": null, ""age_years"": 58, ""other_constraints"": [""poorly controlled diabetes"", ""hyperlipidemia""]}","[""B"", ""D""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""ADMISSIBLE"", ""C"": ""INADMISSIBLE_REL"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_ABS""}",true,Find drug dosing and contraindications for patients with stage 3 chronic kidney disease.,CONFLICT,auto:MiniMax-M2.5,"The LLM prior recommends NSAIDs (indomethacin) as first-line, but NSAIDs are relatively contraindicated in CKD (creatinine 3.1) as they can worsen renal function. Colchicine at adjusted dose and intra-articular triamcinolone are both admissible options; the correct answer is intra-articular triamcinolone (D), making this a SC case where standard treatment is blocked by renal contraindication."
MACB-151,SC_RELATIVE_CAND,false,"A 64-year-old man comes to the emergency department because of a 2-day history of lower back pain, fever, and chills. He has had nausea but no vomiting during this time. He has hypertension, chronic kidney disease, and type 2 diabetes mellitus. Three months ago, he underwent amputation of his left third toe because of a non-healing ulcer. He has smoked a pack of cigarettes daily for 48 years. Current medications include hydrochlorothiazide, metoprolol, and insulin. His temperature is 39.4°C (102.9°F), pulse is 102/min, blood pressure is 150/94 mm Hg, and respirations are 18/min. Examination shows a 1-cm (0.4-in) round ulcer on the sole of his right foot. There is costovertebral angle tenderness on the left side. The abdomen is soft. Laboratory studies show:
Hemoglobin 11.5 g/dL
Leukocyte count 19,000/mm3
Serum
Na+ 140 mEq/L
Cl− 102 mEq/L
K+ 5.0 mEq/L
HCO3− 25 mEq/L
Urea nitrogen 65 mg/dL
Creatinine 2.4 mg/dL
Glucose 240 mg/dL
Urine
Blood 1+
Protein 1+
WBC 100/hpf
Nitrite 2+
WBC casts numerous
Urine and blood samples for culture and sensitivity tests are obtained. Which of the following is the most appropriate next step in management?""",A: Inpatient treatment with intravenous ciprofloxacin | B: Outpatient treatment with oral levofloxacin | C: Outpatient treatment with trimethoprim-sulfamethoxazole | D: Initiate hemodialysis | E: Perform CT scan with contrast of the abdomen,A,Inpatient treatment with intravenous ciprofloxacin,step2&3,data_clean/questions/US/test.jsonl,What is the standard treatment for acute pyelonephritis?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": ""Creatinine 2.4 mg/dL (CKD stage 3-4)"", ""hepatic_impairment"": null, ""age_years"": 64, ""other_constraints"": [""Type 2 diabetes mellitus with foot ulcer"", ""Diabetic nephropathy""]}","[""A""]","{""A"": ""ADMISSIBLE"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",true,How should antibiotic dosing be adjusted in patients with renal impairment (,NO_CONFLICT,auto:MiniMax-M2.5,"Patient has acute pyelonephritis with fever, flank pain, pyuria, and WBC casts. Despite CKD (creatinine 2.4), IV ciprofloxacin is appropriate inpatient treatment as he has systemic signs (high fever, tachycardia, leukocytosis) requiring IV therapy. Levofloxacin is relatively contraindicated due to renal impairment; TMP-SMX is inadequate empiric coverage and less effective for hospital-grade pyelonephritis."
